datetime,demand_kwh,temperature,hour,day_of_week,month,day_of_year,is_weekend,is_peak,hour_sin,hour_cos,month_sin,month_cos,dow_sin,dow_cos,lag_1h,lag_24h,lag_168h,rolling_mean_24h
2023-05-01 16:00:00,278.6917371424595,12.362990034926835,16,0,5,121,0,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,-0.8660254037844387,0.0,1.0,330.32593592797485,227.55984256915016,252.4640270096422,255.27881397429414
2023-05-01 17:00:00,300.6719870461786,31.40703798122532,17,0,5,121,0,1,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,0.0,1.0,278.6917371424595,207.06666199790652,270.8946468423993,259.17903585130546
2023-05-01 18:00:00,271.57833754138557,21.346317135417998,18,0,5,121,0,1,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387,0.0,1.0,300.6719870461786,215.39120430945243,264.0512924156556,261.520166402636
2023-05-01 19:00:00,264.1033453479518,24.220199254434824,19,0,5,121,0,1,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387,0.0,1.0,271.57833754138557,209.65095306440762,285.3123342112568,263.789016081117
2023-05-01 20:00:00,259.8562085179532,22.555993505913566,20,0,5,121,0,1,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.0,1.0,264.1033453479518,207.4444129688775,265.64097912480327,265.9728408956618
2023-05-01 21:00:00,259.2285258040984,20.66237306542956,21,0,5,121,0,1,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387,0.0,1.0,259.8562085179532,201.887580431561,272.8210051608157,268.3620469528509
2023-05-01 22:00:00,273.17371360246113,19.934390091225982,22,0,5,121,0,0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387,0.0,1.0,259.2285258040984,194.8619166343852,291.27868083763616,271.62503849318733
2023-05-01 23:00:00,241.0916837518931,24.43109841028482,23,0,5,121,0,0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,-0.8660254037844387,0.0,1.0,273.17371360246113,192.72571230452996,241.50223906318328,273.6402873034942
2023-05-02 00:00:00,238.09562067519565,15.353746935548944,0,1,5,122,0,0,0.0,1.0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,241.0916837518931,240.02588341987249,227.07771418590877,273.5598596891326
2023-05-02 01:00:00,227.33658482157426,26.69251125651617,1,1,5,122,0,0,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,238.09562067519565,227.06139694140973,216.21645578087424,273.57132585080615
2023-05-02 02:00:00,232.2078611445674,20.85864339448107,2,1,5,122,0,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,227.33658482157426,238.1478551698852,234.40555190019256,273.3238260997513
2023-05-02 03:00:00,220.48092479373824,17.289268723705554,3,1,5,122,0,0,0.7071067811865476,0.7071067811865476,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,232.2078611445674,195.76110195986502,220.56022845198888,274.3538187178293
2023-05-02 04:00:00,233.78494405556617,20.689551128928272,4,1,5,122,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,220.48092479373824,243.90209724167377,235.04832761569673,273.93227066840814
2023-05-02 05:00:00,249.38444436217603,29.225361503220206,5,1,5,122,0,0,0.9659258262890683,0.25881904510252074,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,233.78494405556617,255.7667011456328,248.27108841957963,273.6663433024308
2023-05-02 06:00:00,250.94770867074965,20.262939983826225,6,1,5,122,0,1,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,249.38444436217603,277.8235141146703,267.75057350925334,272.5465180756008
2023-05-02 07:00:00,284.92269431908977,24.73188350995544,7,1,5,122,0,1,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,250.94770867074965,302.37071686850874,292.1899700652405,271.8195171360416
2023-05-02 08:00:00,286.15032755651015,19.284834040329976,8,1,5,122,0,1,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,284.92269431908977,300.7535941816469,317.0186574523842,271.2110476933276
2023-05-02 09:00:00,336.2623595358423,26.72922466852544,9,1,5,122,0,1,0.7071067811865476,-0.7071067811865475,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,286.15032755651015,317.42657270086227,304.2923989674752,271.9958721447851
2023-05-02 10:00:00,295.23604655233186,26.367154112858362,10,1,5,122,0,0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,336.2623595358423,324.5668196641423,316.1284695009816,270.77375659845967
2023-05-02 11:00:00,326.7880511763876,32.1826595853894,11,1,5,122,0,0,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,295.23604655233186,302.326300369003,297.2937345481331,271.792996215434
2023-05-02 12:00:00,297.2483997054745,22.061795691411263,12,1,5,122,0,0,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,326.7880511763876,305.52200652570804,303.68263143363333,271.44826259792427
2023-05-02 13:00:00,287.5393942143007,26.282889442696874,13,1,5,122,0,0,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,297.2483997054745,302.11739986427824,291.4254279582337,270.8408456958419
2023-05-02 14:00:00,264.7001905040043,23.429953116602064,14,1,5,122,0,0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,287.5393942143007,255.07346043434538,302.88817360336094,271.24195944874435
2023-05-02 15:00:00,276.3912133863324,29.41897432822241,15,1,5,122,0,0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,264.7001905040043,330.32593592797485,282.64854225158564,268.9946793428426
2023-05-02 16:00:00,254.85434218211793,19.34545348086369,16,1,5,122,0,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,276.3912133863324,278.6917371424595,252.82847188220558,268.00145455282836
2023-05-02 17:00:00,268.6373133708491,26.66464198329375,17,1,5,122,0,1,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,254.85434218211793,300.6719870461786,245.65184857222408,266.66667648302297
2023-05-02 18:00:00,286.60068192797326,21.966128938323934,18,1,5,122,0,1,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,268.6373133708491,271.57833754138557,261.4321895225922,267.2926074991308
2023-05-02 19:00:00,270.0961926453055,22.618674533364853,19,1,5,122,0,1,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,286.60068192797326,264.1033453479518,279.39811566721943,267.5423094698539
2023-05-02 20:00:00,281.2309040023631,23.398377841149205,20,1,5,122,0,1,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,270.0961926453055,259.8562085179532,261.05462065985125,268.4329217817043
2023-05-02 21:00:00,270.93795105548406,24.200817401040727,21,1,5,122,0,1,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,281.2309040023631,259.2285258040984,268.47062401680734,268.920814500512
2023-05-02 22:00:00,269.5597609747769,22.35847020329755,22,1,5,122,0,0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,270.93795105548406,273.17371360246113,261.61182156514815,268.7702331410252
2023-05-02 23:00:00,220.1039732181912,24.013181334759974,23,1,5,122,0,0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,269.5597609747769,241.0916837518931,240.01792459985944,267.8957452021209
2023-05-03 00:00:00,258.69194647659504,30.983913713806267,0,2,5,123,0,0,0.0,1.0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,220.1039732181912,238.09562067519565,246.23606338202907,268.7539254438459
2023-05-03 01:00:00,253.97673869197308,28.020571854071434,1,2,5,123,0,0,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,258.69194647659504,227.33658482157426,194.53922796313816,269.8639318551125
2023-05-03 02:00:00,228.53862897005624,27.439096388479825,2,2,5,123,0,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,253.97673869197308,232.2078611445674,212.86035896104596,269.71104718117454
2023-05-03 03:00:00,244.21240004595194,20.81562579587599,3,2,5,123,0,0,0.7071067811865476,0.7071067811865476,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,228.53862897005624,220.48092479373824,212.2340837974342,270.6998586500168
2023-05-03 04:00:00,250.3192652948411,18.647119284853723,4,2,5,123,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,244.21240004595194,233.78494405556617,222.08595189225255,271.38878870165325
2023-05-03 05:00:00,256.82429818723847,27.86982621718411,5,2,5,123,0,0,0.9659258262890683,0.25881904510252074,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,250.3192652948411,249.38444436217603,252.48696173343015,271.6987826110308
2023-05-03 06:00:00,272.66346619696594,27.473557388644316,6,2,5,123,0,1,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,256.82429818723847,250.94770867074965,265.5039882271542,272.60360584128983
2023-05-03 07:00:00,297.2560919813842,30.456676804750252,7,2,5,123,0,1,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,272.66346619696594,284.92269431908977,284.3080872714409,273.1174974105522
2023-05-03 08:00:00,293.825437589903,20.073420296149195,8,2,5,123,0,1,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,297.2560919813842,286.15032755651015,300.8849332136288,273.4372936619435
2023-05-03 09:00:00,296.6881846267595,21.94558014919361,9,2,5,123,0,1,0.7071067811865476,-0.7071067811865475,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,293.825437589903,336.2623595358423,294.3157679407551,271.7883697073984
2023-05-03 10:00:00,315.3902538264042,14.895902613368174,10,2,5,123,0,0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,296.6881846267595,295.23604655233186,293.7231197177639,272.6281283438181
2023-05-03 11:00:00,292.21818168805993,21.13096789569098,11,2,5,123,0,0,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,315.3902538264042,326.7880511763876,305.54458180536585,271.18771711513773
2023-05-03 12:00:00,316.14290591032477,28.07617597889258,12,2,5,123,0,0,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,292.21818168805993,297.2483997054745,286.3012894601508,271.9749882070065
2023-05-03 13:00:00,293.05943359052674,20.760846529854355,13,2,5,123,0,0,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,316.14290591032477,287.5393942143007,265.8766345316075,272.2049898476826
2023-05-03 14:00:00,265.0319714268552,26.295722401999463,14,2,5,123,0,0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,293.05943359052674,264.7001905040043,280.97730707987444,272.2188140528014
2023-05-03 15:00:00,284.5122613317321,22.140807896006287,15,2,5,123,0,0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,265.0319714268552,276.3912133863324,277.7678326972346,272.55719105052634
2023-05-03 16:00:00,270.61645670131566,24.713608567103147,16,2,5,123,0,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,284.5122613317321,254.85434218211793,275.8547110179131,273.2139458221596
2023-05-03 17:00:00,273.06242340037653,17.354866476917007,17,2,5,123,0,1,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,270.61645670131566,268.6373133708491,262.23825876443806,273.39832540672325
2023-05-03 18:00:00,260.2142198174245,23.51937067416485,18,2,5,123,0,1,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,273.06242340037653,286.60068192797326,268.86293115634425,272.2988894854504
2023-05-03 19:00:00,285.5718738070491,8.137643571491727,19,2,5,123,0,1,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,260.2142198174245,270.0961926453055,278.53772107715866,272.94370953385635
2023-05-03 20:00:00,281.3853144057617,22.15884263518542,20,2,5,123,0,1,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,285.5718738070491,281.2309040023631,263.87871498050254,272.9501433006646
2023-05-03 21:00:00,265.60158440720903,14.940957207419643,21,2,5,123,0,1,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,281.3853144057617,270.93795105548406,272.4971836015597,272.72779469031985
2023-05-03 22:00:00,295.6530264224092,29.123296008729426,22,2,5,123,0,0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,265.60158440720903,269.5597609747769,256.6973185002029,273.81501408397116
2023-05-03 23:00:00,257.1851841525812,26.9803601898179,23,2,5,123,0,0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,295.6530264224092,220.1039732181912,252.7629519313691,275.36006453957077
2023-05-04 00:00:00,252.2319251051717,25.57798811651441,0,3,5,124,0,0,0.0,1.0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,257.1851841525812,258.69194647659504,235.22889106665946,275.09089698242815
2023-05-04 01:00:00,255.8630852884275,30.849664342480903,1,3,5,124,0,0,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,252.2319251051717,253.97673869197308,237.35275316670808,275.1694947572804
2023-05-04 02:00:00,231.06605977393608,18.500050602559817,2,3,5,124,0,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,255.8630852884275,228.53862897005624,222.30192829409353,275.2748043741087
2023-05-04 03:00:00,238.51138530769236,31.981449196261792,3,3,5,124,0,0,0.7071067811865476,0.7071067811865476,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,231.06605977393608,244.21240004595194,207.3149668276295,275.0372620933479
2023-05-04 04:00:00,251.52450805299793,27.905591027985928,4,3,5,124,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,238.51138530769236,250.3192652948411,245.56671910535854,275.0874805416044
2023-05-04 05:00:00,243.3977922689411,22.061856770589273,5,3,5,124,0,0,0.9659258262890683,0.25881904510252074,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,251.52450805299793,256.82429818723847,236.12808209510337,274.52804279500873
2023-05-04 06:00:00,275.73906734720737,28.922733942598725,6,3,5,124,0,1,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,243.3977922689411,272.66346619696594,276.3460132511672,274.65619284293547
2023-05-04 07:00:00,303.7177178323248,17.713165644625832,7,3,5,124,0,1,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,275.73906734720737,297.2560919813842,280.2301033965726,274.9254272533913
2023-05-04 08:00:00,298.6949202296546,19.122062399045635,8,3,5,124,0,1,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,303.7177178323248,293.825437589903,307.4485787855659,275.12832236338096
2023-05-04 09:00:00,299.6922997604308,20.201684590485502,9,3,5,124,0,1,0.7071067811865476,-0.7071067811865475,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,298.6949202296546,296.6881846267595,315.9288504421642,275.25349382728393
2023-05-04 10:00:00,308.2220685427225,20.59974466636393,10,3,5,124,0,0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,299.6922997604308,315.3902538264042,310.97066079027576,274.95481944046384
2023-05-04 11:00:00,294.48538713404224,17.96184499288274,11,3,5,124,0,0,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,308.2220685427225,292.21818168805993,307.4310888228435,275.0492863340465
2023-05-04 12:00:00,330.29115348519457,29.360048542160627,12,3,5,124,0,0,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,294.48538713404224,316.14290591032477,297.6036842687665,275.63879664966606
2023-05-04 13:00:00,280.53308198159624,21.950361204834845,13,3,5,124,0,0,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,330.29115348519457,293.05943359052674,262.2074880837614,275.11686533262724
2023-05-04 14:00:00,282.49400020574404,25.0071580484684,14,3,5,124,0,0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,280.53308198159624,265.0319714268552,273.2115170847265,275.84444986508095
2023-05-04 15:00:00,283.286385212289,20.3928763746156,15,3,5,124,0,0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,282.49400020574404,284.5122613317321,253.4205225327776,275.7933716934375
2023-05-04 16:00:00,261.1900797467533,14.141616703941418,16,3,5,124,0,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,283.286385212289,270.61645670131566,262.759324219668,275.4006059869974
2023-05-04 17:00:00,271.5969103103929,24.594919998641114,17,3,5,124,0,1,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,261.1900797467533,273.06242340037653,292.11066100087015,275.33954294158144
2023-05-04 18:00:00,258.2112540855451,13.683358329585118,18,3,5,124,0,1,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,271.5969103103929,260.2142198174245,251.51844144563938,275.2560860360864
2023-05-04 19:00:00,295.20523897265053,22.90146297625666,19,3,5,124,0,1,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,258.2112540855451,285.5718738070491,281.65273452236346,275.6574762513198
2023-05-04 20:00:00,280.19642405644436,16.40305801251995,20,3,5,124,0,1,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,295.20523897265053,281.3853144057617,276.3829428148308,275.60793915343163
2023-05-04 21:00:00,298.09689962273706,33.181013202838045,21,3,5,124,0,1,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,280.19642405644436,265.60158440720903,262.11333157286214,276.9619106207453
2023-05-04 22:00:00,263.3293105580858,27.80144681755761,22,3,5,124,0,0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,298.09689962273706,295.6530264224092,256.55539332254597,275.61508912639846
2023-05-04 23:00:00,248.39437431752106,23.773402163041407,23,3,5,124,0,0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,263.3293105580858,257.1851841525812,241.91102581179797,275.24880538327096
2023-05-05 00:00:00,254.66320470947562,29.712033312893105,0,4,5,125,0,0,0.0,1.0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,248.39437431752106,252.2319251051717,247.33884612458547,275.35010870011695
2023-05-05 01:00:00,249.76657943274145,19.161920037291086,1,4,5,125,0,0,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,254.66320470947562,255.8630852884275,218.38706863390084,275.0960876227967
2023-05-05 02:00:00,218.10187854192836,26.11089681797023,2,4,5,125,0,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,249.76657943274145,231.06605977393608,230.76151952751854,274.5559134047964
2023-05-05 03:00:00,229.34971947872404,24.392552093213332,3,4,5,125,0,0,0.7071067811865476,0.7071067811865476,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,218.10187854192836,238.51138530769236,220.3813152423234,274.17417732858934
2023-05-05 04:00:00,236.71101993939257,24.713600331288113,4,4,5,125,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,229.34971947872404,251.52450805299793,251.59032585665256,273.55694865718914
2023-05-05 05:00:00,269.29730402550854,29.755267425153605,5,4,5,125,0,0,0.9659258262890683,0.25881904510252074,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,236.71101993939257,243.3977922689411,246.57794591983375,274.6360949803795
2023-05-05 06:00:00,276.35258388611004,27.055960438518774,6,4,5,125,0,1,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,269.29730402550854,275.73906734720737,284.0719494239149,274.6616581695004
2023-05-05 07:00:00,285.81877193328927,24.837118238744882,7,4,5,125,0,1,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,276.35258388611004,303.7177178323248,290.6667069439928,273.9158687570406
2023-05-05 08:00:00,310.26607742042813,15.119062743478283,8,4,5,125,0,1,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,285.81877193328927,298.6949202296546,291.07226927061566,274.3980003066562
2023-05-05 09:00:00,316.5179565819392,18.593268448222446,9,4,5,125,0,1,0.7071067811865476,-0.7071067811865475,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,310.26607742042813,299.6922997604308,310.0238265518457,275.09906934088565
2023-05-05 10:00:00,316.7052949843682,22.779955256641145,10,4,5,125,0,0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,316.5179565819392,308.2220685427225,319.5867226663976,275.45253710928756
2023-05-05 11:00:00,277.85278984863777,23.86036179600302,11,4,5,125,0,0,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,316.7052949843682,294.48538713404224,295.9099450086512,274.7595122223957
2023-05-05 12:00:00,302.2128574230501,17.742481301250145,12,4,5,125,0,0,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,277.85278984863777,330.29115348519457,292.8196325151092,273.58958321980634
2023-05-05 13:00:00,313.4438230784371,35.451883302511874,13,4,5,125,0,0,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,302.2128574230501,280.53308198159624,293.8265181962996,274.96086409884134
2023-05-05 14:00:00,308.24024515417153,30.975470200887628,14,4,5,125,0,0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,313.4438230784371,282.49400020574404,268.42706757609125,276.03362430502585
2023-05-05 15:00:00,290.7894518990487,26.40409152658218,15,4,5,125,0,0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,308.24024515417153,283.286385212289,269.981796131924,276.3462520836409
2023-05-05 16:00:00,257.6320094798441,23.753684231038488,16,4,5,125,0,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,290.7894518990487,261.1900797467533,267.3588676188896,276.197999155853
2023-05-05 17:00:00,264.36167281106697,22.332455075114005,17,4,5,125,0,1,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,257.6320094798441,271.5969103103929,296.01157629471544,275.89653092671443
2023-05-05 18:00:00,263.2213516308885,18.633907624508588,18,4,5,125,0,1,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,264.36167281106697,258.2112540855451,272.2102107034322,276.1052849911037
2023-05-05 19:00:00,283.80465508591084,23.780902517214077,19,4,5,125,0,1,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,263.2213516308885,295.20523897265053,256.93306333268055,275.63026066248955
2023-05-05 20:00:00,272.4856956098279,24.682262625333518,20,4,5,125,0,1,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,283.80465508591084,280.19642405644436,271.60599657480003,275.30898031054716
2023-05-05 21:00:00,285.28499905148533,17.184697047211642,21,4,5,125,0,1,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,272.4856956098279,298.09689962273706,253.2346602569935,274.7751511200784
2023-05-05 22:00:00,264.94972471642495,25.064382010844252,22,4,5,125,0,0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,285.28499905148533,263.3293105580858,261.1101150906915,274.8426683766758
2023-05-05 23:00:00,252.66163569910458,22.61720468049602,23,4,5,125,0,0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,264.94972471642495,248.39437431752106,233.5300992976248,275.0204709342418
2023-05-06 00:00:00,180.59111354632418,14.000841677994343,0,5,5,126,1,0,0.0,1.0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,252.66163569910458,254.66320470947562,219.32184792321152,271.93413380244385
2023-05-06 01:00:00,179.11119192419713,19.237954413483788,1,5,5,126,1,0,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,180.59111354632418,249.76657943274145,178.8571682724245,268.99015932292116
2023-05-06 02:00:00,149.23091354862044,21.471851800273075,2,5,5,126,1,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,179.11119192419713,218.10187854192836,161.70015195214023,266.1205357815333
2023-05-06 03:00:00,201.46255285623346,32.97831775408225,3,5,5,126,1,0,0.7071067811865476,0.7071067811865476,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,149.23091354862044,229.34971947872404,172.33640593974238,264.95857050559624
